Customer ID,Latitude,Longitude,Nearest DC ID,Distance to DC (km),Avg Monthly Demand (box)
CUST000080,3.4717,114.70803,DC045,319.12,0.24780769841268974
CUST000081,3.46611488,114.6434246,DC045,326.27,0.034966507936498484
CUST000082,3.46184286,114.8186744,DC045,306.79,0.026593624338619618
CUST000083,3.46184236,114.8186744,DC045,306.79,0.03507417989417055
CUST000084,3.4617447,114.8565527,DC045,302.58,0.06466666666666204
CUST000085,3.4564697,114.8283727,DC045,305.69,0.08643658730157915
CUST000086,3.45016197,114.7359205,DC045,315.93,0.3480810317460138
CUST000087,3.448275,114.7909062,DC045,309.82,0.0680051058201011
CUST000088,3.4477584,114.7886804,DC045,310.06,0.4066636507936367
CUST000089,3.44484576,114.7914687,DC045,309.74,0.24959558201056395
CUST000090,3.44450109,114.7393853,DC045,315.52,0.10801375661373311
CUST000091,3.44445705,114.7393957,DC045,315.52,0.15103523809520325
CUST000092,3.44435161,114.8298935,DC045,305.47,0.06688076719574913
CUST000093,3.443656,114.803322,DC045,308.42,0.5937215079364897
CUST000094,3.4436537,114.856487,DC045,302.51,0.11753388888888425
CUST000095,3.44364588,114.8297216,DC045,305.49,0.33745910052908706
CUST000096,3.4432017,114.7863545,DC045,310.3,0.12379206349204942
CUST000097,3.4430093,114.8350495,DC045,304.89,0.18647269841268907
CUST000098,3.44268297,114.7271012,DC045,316.88,0.07307880952380018
CUST000099,3.4424314,114.7297289,DC045,316.59,0.0708510317460224
CUST000100,3.44186976,114.7343379,DC045,316.07,0.057202777777777776
CUST000101,3.44186976,114.7343379,DC045,316.07,0.45245703703702905
CUST000102,3.441833793,114.8199644,DC045,306.56,0.02506269841269369
CUST000103,3.4417,114.7169,DC045,318.01,0.839825026455005
CUST000104,3.441092,117.554312,DC045,11.13,0.4091885449735354
CUST000105,3.4410016,117.5542708,DC045,11.12,0.2995034391534344
CUST000106,3.44048655,114.81877888,DC045,306.69,0.04741388888887236
CUST000107,3.44048655,114.8187789,DC045,306.69,0.11721269841268907
CUST000108,3.4402878,114.8187283,DC045,306.7,0.39738722222222217
CUST000109,3.4402878,114.8187283,DC045,306.7,0.31175825396824464
CUST000110,3.44019188,114.8556876,DC045,302.59,0.1111310317460224
CUST000111,3.4391991,114.8378569,DC045,304.57,0.7631788888888843
CUST000112,3.4389938,114.8367002,DC045,304.69,0.04331399470898193
CUST000113,3.4389938,114.83670024,DC045,304.69,0.014080555555555558
CUST000114,3.438833,117.547518,DC045,11.08,1.205333968253913
CUST000115,3.438833,117.547518,DC045,11.08,0.043633333333333336
CUST000116,3.4388,114.7167,DC045,318.02,0.2422188095237962
CUST000117,3.438417,117.544778,DC045,11.13,4.030456296296292
CUST000118,3.438417,117.544778,DC045,11.13,0.5410722222222223
CUST000119,3.4379246,117.5466864,DC045,11.01,0.5086926984126937
CUST000120,3.4379246,117.5466864,DC045,11.01,0.0013333333333333333
CUST000121,3.43649954,114.8228918,DC045,306.22,0.1444026984126897
CUST000122,3.43649954,114.82289182,DC045,306.22,0.10884055555553902
CUST000123,3.4357915,114.8230235,DC045,306.2,0.013040000000000001
CUST000124,3.4357915,114.8230235,DC045,306.2,0.024656031746027023
CUST000125,3.4357396,114.8600249,DC045,302.09,0.0010405555555555554
CUST000126,3.4357396,114.8600249,DC045,302.09,0.021017883597878876
CUST000127,3.4353524,117.5458909,DC045,10.77,1.061486666666667
CUST000128,3.4353524,117.5458909,DC045,10.77,0.13333333333333333
CUST000129,3.4349792,117.5458515,DC045,10.73,0.03437388888887236
CUST000130,3.4348503,117.5455713,DC045,10.73,0.46131436507936036
CUST000131,3.4348503,117.5455713,DC045,10.73,0.016826666666666667
CUST000132,3.4343976,114.847225,DC045,303.51,0.0015866666666666668
CUST000133,3.434275989,114.7195243,DC045,317.69,0.10352095238093893
CUST000134,3.43422,114.79876,DC045,308.89,0.2772004761904715
CUST000135,3.4339372,114.82367487,DC045,306.12,0.04741388888887236
CUST000136,3.4339372,114.8236749,DC045,306.12,0.06309658730157511
CUST000137,3.43351317,114.5929507,DC045,331.75,0.17603095238093433
CUST000138,3.433509,117.5420633,DC045,10.72,0.038959999999999995
CUST000139,3.433456,117.543933,DC045,10.65,2.104077777777778
CUST000140,3.433456,117.543933,DC045,10.65,0.21507333333333317
CUST000141,3.433428,117.544018,DC045,10.64,13.144653333333332
CUST000142,3.433428,117.544018,DC045,10.64,4.751946666666666
CUST000143,3.433126453,114.8660627,DC045,301.41,0.054737592592584546
CUST000144,3.432927,117.541727,DC045,10.68,0.2820078042327914
CUST000145,3.432927,117.541727,DC045,10.68,0.01334
CUST000146,3.4329123,117.5433747,DC045,10.61,2.8702012698412256
CUST000147,3.4329123,117.5433747,DC045,10.61,0.30476
CUST000148,3.432685,117.542008,DC045,10.64,0.36399645502643213
CUST000149,3.432685,117.542008,DC045,10.64,0.014380555555555556
CUST000150,3.43264726,114.6290306,DC045,327.74,0.07140492063490729
CUST000151,3.432595,117.542172,DC045,10.63,0.2987148412698319
CUST000152,3.432595,117.542172,DC045,10.63,0.07215388888885582
CUST000153,3.4325401,117.5431546,DC045,10.58,0.028660555555555557
CUST000154,3.4325283,117.5422667,DC045,10.62,0.4050615079364961
CUST000155,3.4325283,117.5422667,DC045,10.62,0.1447288888888888
CUST000156,3.432439,117.543067,DC045,10.57,3.814359999999873
CUST000157,3.432439,117.543067,DC045,10.57,1.0250301322748407
CUST000158,3.431405,117.542022,DC045,10.51,0.6075511111111108
CUST000159,3.431405,117.542022,DC045,10.51,3.6455199999999994
CUST000160,3.4311195,114.8612678,DC045,301.94,0.0015866666666666668
CUST000161,3.431104,117.541039,DC045,10.52,4.005735555555555
CUST000162,3.431104,117.541039,DC045,10.52,1.0214444444444448
CUST000163,3.43076347,114.8308759,DC045,305.31,0.10704650793649387
CUST000164,3.43071064,114.6286503,DC045,327.77,0.07612817460315655
CUST000165,3.430532,117.540574,DC045,10.48,18.841458888888887
CUST000166,3.430532,117.540574,DC045,10.48,3.0761466666666664
CUST000167,3.42949372,114.8539028,DC045,302.75,0.5889532539682445
CUST000168,3.4294174,117.5421683,DC045,10.3,0.3602962698412534
CUST000169,3.4294174,117.5421683,DC045,10.3,0.057634444444427904
CUST000170,3.4293958,114.8161316,DC045,306.95,0.0013872222222222222
CUST000171,3.4293958,114.8161316,DC045,306.95,0.09930010582008401
CUST000172,3.429395,114.8161316,DC045,306.95,0.028846957671952948
CUST000173,3.42921,114.816,DC045,306.96,0.05525066137565203
CUST000174,3.428328317,114.8159519,DC045,306.96,0.13365788359786684
CUST000175,3.42796923,116.0033927,DC045,175.11,1.0132988095238027
CUST000176,3.4278995,114.8574993,DC045,302.35,0.17005825396824462
CUST000177,3.427251787,114.8167043,DC045,306.87,0.048800185185180575
CUST000178,3.427122496,114.8163455,DC045,306.91,0.1629191798941427
CUST000179,3.42688735,116.0083633,DC045,174.56,0.07133444444444445
CUST000180,3.42669,114.81605,DC045,306.95,0.04822685185184724
CUST000181,3.425861355,114.7511341,DC045,314.15,0.17609002645496868
CUST000182,3.42555,114.73866,DC045,315.54,0.008331481481481481
CUST000183,3.42472012,116.0006247,DC045,175.4,0.1270611375661256
CUST000184,3.42464664,114.8669969,DC045,301.28,1.2810320634920376
CUST000185,3.42451788,114.8589175,DC045,302.18,0.14110380952380017
CUST000186,3.42446935,114.8588975,DC045,302.18,0.10840214285713815
CUST000187,3.42334453,116.0087452,DC045,174.49,0.07276492063491591
CUST000188,3.42274464,114.8489022,DC045,303.28,0.09507206349204543
CUST000189,3.4225775,114.8228086,DC045,306.18,0.47192150793649384
CUST000190,3.4200187,117.5484693,DC045,9.08,0.27758328042326447
CUST000191,3.4200187,117.5484693,DC045,9.08,0.0010405555555555554
CUST000192,3.4199999,117.5484826,DC045,9.07,0.3043402116401997
CUST000193,3.4199999,117.5484826,DC045,9.07,0.00952
CUST000194,3.4199833,117.5484912,DC045,9.07,0.06930666666666666
CUST000195,3.41956707,116.0065274,DC045,174.72,0.07166777777777776
CUST000196,3.4194987,114.8298564,DC045,305.39,0.03276214285713351
CUST000197,3.41811921,116.005476,DC045,174.83,0.08701399470898999
CUST000198,3.4180885,117.5463531,DC045,8.96,0.13042444444444443
CUST000199,3.41755856,116.0063776,DC045,174.72,1.0324408730158516
CUST000200,3.416224471,114.7344788,DC045,315.98,0.06336806878305602
CUST000201,3.416179921,114.7369398,DC045,315.7,0.7539465873015733
CUST000202,3.416097569,114.7387519,DC045,315.5,0.14879193121687934
CUST000203,3.41596466,116.0032019,DC045,175.07,0.07304732804232332
CUST000204,3.41590891,115.9906827,DC045,176.46,0.12027936507936036
CUST000205,3.414376,114.8454353,DC045,303.65,0.09630325396824463
CUST000206,3.41194821,114.7994859,DC045,308.74,0.37253547619046345
CUST000207,3.4119234,114.7995115,DC045,308.74,0.13874732804231124
CUST000208,3.40896659,116.004032,DC045,174.94,0.09828925925925464
CUST000209,3.40604538,114.8489687,DC045,303.23,0.1941176984126937
CUST000210,3.40559758,115.9927575,DC045,176.18,0.09614603174602702
CUST000211,3.4047154,117.5476792,DC045,7.55,0.04644055555553903
CUST000212,3.4043221,117.5474676,DC045,7.52,0.357084100529091
CUST000213,3.4043221,117.5474676,DC045,7.52,0.009933888888888888
CUST000214,3.4040023,117.5468329,DC045,7.52,0.02194222222222222
CUST000215,3.40141092,114.8502235,DC045,303.08,0.037351587301577956
CUST000216,3.400412262,114.6749439,DC045,322.55,0.12296354497350856
CUST000217,3.400412262,114.6749439,DC045,322.55,0.20985047619038644
CUST000218,3.398710778,114.5971197,DC045,331.2,0.5464453968253834
CUST000219,3.3981152,114.7894223,DC045,309.83,0.034597142857133514
CUST000220,3.394228983,114.8420506,DC045,303.97,0.2614365079364939
CUST000221,3.38714652,114.8851971,DC045,299.17,0.405139656084642
CUST000222,3.38588944,115.9647275,DC045,179.22,1.1523595502645456
CUST000223,3.382955,117.548153,DC045,5.45,12.222445555555556
CUST000224,3.382955,117.548153,DC045,5.45,2.0710133333333336
CUST000225,3.381356467,114.6870372,DC045,321.18,0.06173010582009648
CUST000226,3.381356467,114.6870372,DC045,321.18,0.06252343915342981
CUST000227,3.3801853,117.5495426,DC045,5.11,0.24990111111111116
CUST000228,3.378498,117.549719,DC045,4.95,2.880739682539647
CUST000229,3.378498,117.549719,DC045,4.95,0.4144879100529054
CUST000230,3.376356,117.550418,DC045,4.71,4.8347057142856675
CUST000231,3.376356,117.550418,DC045,4.71,1.1070933333333335
CUST000232,3.376002,117.55044,DC045,4.68,0.49577777777777726
CUST000233,3.376002,117.55044,DC045,4.68,0.1583333333333328
CUST000234,3.375898,117.550895,DC045,4.64,34.52353777777777
CUST000235,3.375898,117.550895,DC045,4.64,6.876333333333333
CUST000236,3.37571,117.5507433,DC045,4.64,38.55518105820103
CUST000237,3.375426667,117.5503367,DC045,4.64,7.143771111111111
CUST000238,3.374336,117.550434,DC045,4.54,53.92177486772482
CUST000239,3.374336,117.550434,DC045,4.54,8.545752592592589
CUST000240,3.37395,117.550829,DC045,4.48,0.40562222222222216
CUST000241,3.37395,117.550829,DC045,4.48,0.03166666666666667
CUST000242,3.371389,117.551132,DC045,4.25,5.37456
CUST000243,3.371389,117.551132,DC045,4.25,1.4134533333333332
CUST000244,3.3704345,117.5515466,DC045,4.14,0.3697977513227374
CUST000245,3.3704345,117.5515466,DC045,4.14,0.007387222222222223
CUST000246,3.3697026,117.5576224,DC045,3.64,0.3028274603174477
CUST000247,3.3697026,117.5576224,DC045,3.64,0.042226666666650134
CUST000248,3.369465,117.552742,DC045,3.97,0.7143720634920488
CUST000249,3.369465,117.552742,DC045,3.97,0.06476222222222222
CUST000250,3.369453,117.552092,DC045,4.02,57.014900000000004
CUST000251,3.369453,117.552092,DC045,4.02,4.501788888888891
CUST000252,3.3689988,117.5691052,DC045,3.0,0.5827904761904715
CUST000253,3.3689988,117.5691052,DC045,3.0,0.04126666666666667
CUST000254,3.3683413,117.5519686,DC045,3.94,10.488684444444447
CUST000255,3.3681524,117.551836,DC045,3.93,61.24158666666666
CUST000256,3.3675073,117.54692,DC045,4.29,0.3996218783068689
CUST000257,3.3675073,117.54692,DC045,4.29,0.0658311111111111
CUST000258,3.367307,117.551347,DC045,3.91,5.170346666666663
CUST000259,3.367307,117.551347,DC045,3.91,0.5985666666666667
CUST000260,3.3669957,117.5691335,DC045,2.78,0.24575214285713812
CUST000261,3.3669957,117.5691335,DC045,2.78,0.04199388888887236
CUST000262,3.36698,117.569417,DC045,2.77,0.3194924338624245
CUST000263,3.36698,117.569417,DC045,2.77,0.04138777777777778
CUST000264,3.364322,117.545772,DC045,4.18,7.41890222222222
CUST000265,3.364322,117.545772,DC045,4.18,1.089048888888888
CUST000266,3.36364576,114.5990752,DC045,330.94,0.09045873015871672
CUST000267,3.362865,117.665398,DC045,10.07,0.2858676455026317
CUST000268,3.362814,117.6654125,DC045,10.07,0.2892986507936452
CUST000269,3.362624,117.544649,DC045,4.19,5.6996328395061715
CUST000270,3.362624,117.544649,DC045,4.19,1.1081555555555553
CUST000271,3.361317,117.545508,DC045,4.03,0.10475555555555542
CUST000272,3.361317,117.545508,DC045,4.03,0.7578488888888887
CUST000273,3.3595856,117.5688764,DC045,2.03,0.7394617989417848
CUST000274,3.3595856,117.5688764,DC045,2.03,0.2063333333333333
CUST000275,3.3595353,117.568836,DC045,2.03,0.3929330687830641
CUST000276,3.3595353,117.568836,DC045,2.03,0.033333333333316804
CUST000277,3.3594161,117.6633075,DC045,9.77,0.3423933597883346
CUST000278,3.358698,117.663068,DC045,9.73,0.3759986507936366
CUST000279,3.358609,117.544763,DC045,3.97,0.5456365079364984
CUST000280,3.358609,117.544763,DC045,3.97,0.013360000000000002
CUST000281,3.358423,117.6603626,DC045,9.43,0.2734178042327834
CUST000282,3.3569442,114.5984812,DC045,331.0,0.0057372222222222225
CUST000283,3.354031,117.570232,DC045,1.42,2.216662222222222
CUST000284,3.354031,117.570232,DC045,1.42,0.48733333333333345
CUST000285,3.3512683,114.6356522,DC045,326.87,0.012982777777777779
CUST000286,3.348467,117.557757,DC045,2.21,0.2587951322751156
CUST000287,3.34834,117.658367,DC045,9.07,0.43332
CUST000288,3.3483349,117.6584149,DC045,9.07,0.4434817195766973
CUST000289,3.3483349,117.6584149,DC045,9.07,0.05310722222220569
CUST000290,3.348332,117.557707,DC045,2.21,0.2787144973544881
CUST000291,3.348308,117.6582973,DC045,9.06,0.4500374867724681
CUST000292,3.348308,117.6582973,DC045,9.06,0.27746
CUST000293,3.3477426,117.5630661,DC045,1.62,1.8615244444444445
CUST000294,3.3471444,117.5635457,DC045,1.55,0.007933333333333334
CUST000295,3.3463946,117.5634185,DC045,1.55,0.4818617724867644
CUST000296,3.346036,117.5617262,DC045,1.72,4.514674109347399
CUST000297,3.346036,117.5617262,DC045,1.72,0.5094773280423054
CUST000298,3.345942,117.560457,DC045,1.86,0.2668242857142763
CUST000299,3.345942,117.560457,DC045,1.86,0.1477138888888889
CUST000300,3.3459177,117.5604785,DC045,1.85,0.21259343915343196
CUST000301,3.3452128,117.5719275,DC045,0.6,0.5432933333333333
CUST000302,3.345132,117.65885,DC045,9.11,0.3293693386243141
CUST000303,3.345132,117.65885,DC045,9.11,0.13333333333333333
CUST000304,3.3450793,117.5716961,DC045,0.62,28.574111111111108
CUST000305,3.3450793,117.5716961,DC045,0.62,4.5213311111111105
CUST000306,3.3448599,117.5728205,DC045,0.5,0.3267714814814815
CUST000307,3.3447907,117.5727812,DC045,0.5,0.27577854497353554
CUST000308,3.3447907,117.5727812,DC045,0.5,0.027700555555555558
CUST000309,3.3445522,117.5738916,DC045,0.37,0.366586031746027
CUST000310,3.343401,117.573527,DC045,0.38,3.354915555555556
CUST000311,3.343401,117.573527,DC045,0.38,0.5147799999999999
CUST000312,3.3433165,117.5736575,DC045,0.36,7.584869074074074
CUST000313,3.3433165,117.5736575,DC045,0.36,0.943
CUST000314,3.3431619,117.5738119,DC045,0.35,4.225174444444444
CUST000315,3.3431619,117.5738119,DC045,0.35,0.8064133333333329
CUST000316,3.3431366,117.5726009,DC045,0.48,1.0495022222222221
CUST000317,3.3420282,117.5725136,DC045,0.5,0.16316666666666654
CUST000318,3.3412664,117.5710409,DC045,0.68,0.04548722222220569
CUST000319,3.3412505,117.5710367,DC045,0.68,0.3588450793650582
CUST000320,3.3412505,117.5710367,DC045,0.68,0.0015866666666666668
CUST000321,3.3412154,117.5711043,DC045,0.68,0.43824126984125594
CUST000322,3.340704,114.605993,DC045,330.16,0.07640111111111113
CUST000323,3.3385867,114.6229218,DC045,328.28,0.002281111111111111
CUST000324,3.3383867,114.6229218,DC045,328.28,0.002281111111111111
CUST000325,3.3378732,117.6572912,DC045,8.95,0.005393333333333333
CUST000326,3.3378309,117.6572865,DC045,8.95,0.3315479629629396
CUST000327,3.3378309,117.6572865,DC045,8.95,0.0648472222222057
CUST000328,3.337647,117.561008,DC045,1.87,0.3290936772486608
CUST000329,3.337647,117.561008,DC045,1.87,0.006346666666666667
CUST000330,3.337553,117.561002,DC045,1.87,0.5424039947089777
CUST000331,3.337553,117.561002,DC045,1.87,0.11143777777777777
CUST000333,3.33709756,115.9248902,DC045,183.59,0.17182317460315802
CUST000334,3.3367897,117.6572558,DC045,8.95,0.022220000000000004
CUST000335,3.3362418,117.5736634,DC045,0.84,0.2589456878306737
CUST000336,3.336057,117.573513,DC045,0.86,0.3096288624338486
CUST000337,3.336057,117.573513,DC045,0.86,0.03437388888887236
CUST000338,3.3360206,117.5735053,DC045,0.87,0.2233378042327948
CUST000340,3.3359532,117.5735246,DC045,0.87,3.208362222222222
CUST000341,3.3359532,117.5735246,DC045,0.87,0.5275199999999999
CUST000342,3.335245,117.57346,DC045,0.95,1.4270711111111112
CUST000343,3.335245,117.57346,DC045,0.95,0.12976
CUST000344,3.334838,117.573493,DC045,0.99,0.20879865079363666
CUST000345,3.334838,117.573493,DC045,0.99,0.03437388888887236
CUST000346,3.333923,117.573485,DC045,1.08,1.4147647619047357
CUST000347,3.333923,117.573485,DC045,1.08,0.06188000000000001
CUST000348,3.3337059,117.5734999,DC045,1.1,0.9407822222222219
CUST000349,3.3337059,117.5734999,DC045,1.1,0.13670444444444443
CUST000350,3.3336654,117.5734992,DC045,1.11,0.421136957671953
CUST000351,3.33318862,115.923213,DC045,183.78,0.17101095238094047
CUST000352,3.333124691,114.6939981,DC045,320.39,0.06083658730157396
CUST000353,3.3330644,114.7403295,DC045,315.24,0.2636392857142763
CUST000354,3.33300657,115.9232933,DC045,183.77,0.5616029100528888
CUST000355,3.33257615,115.9230696,DC045,183.8,0.3178582804232616
CUST000356,3.3310521,117.5815081,DC045,1.42,0.3233621693121559
CUST000357,3.3310521,117.5815081,DC045,1.42,0.035320555555555556
CUST000358,3.32972554,115.9218658,DC045,183.94,0.3478229100528913
CUST000359,3.329182,117.58324,DC045,1.69,0.27807992063491593
CUST000360,3.3287204,117.5828705,DC045,1.72,0.3285564021163974
CUST000361,3.3287204,117.5828705,DC045,1.72,0.08635333333330027
CUST000362,3.328462,117.592061,DC045,2.33,1.4406803174602305
CUST000363,3.328462,117.592061,DC045,2.33,0.25555928571427183
CUST000364,3.326998,117.591477,DC045,2.4,0.8698399999999997
CUST000365,3.3268614,117.5755406,DC045,1.8,0.41644698412697
CUST000366,3.3268614,117.5755406,DC045,1.8,0.07872666666666665
CUST000367,3.3267652,117.5930497,DC045,2.54,0.32526828042327594
CUST000368,3.3267652,117.5930497,DC045,2.54,0.01556
CUST000369,3.3263094,117.5918122,DC045,2.48,0.20087592592592593
CUST000370,3.3263094,117.5918122,DC045,2.48,0.05746666666665014
CUST000371,3.326287,117.591805,DC045,2.49,0.25380603174602706
CUST000372,3.326083,117.59192,DC045,2.51,0.21647195767195296
CUST000374,3.325752,117.5916,DC045,2.52,0.15100714285713812
CUST000375,3.325752,117.5916,DC045,2.52,0.017773333333333332
CUST000376,3.3254406,117.5925351,DC045,2.61,0.01334
CUST000377,3.3254406,117.5925351,DC045,2.61,0.3067125132275085
CUST000378,3.3249845,117.5906507,DC045,2.52,0.22020158730158262
CUST000380,3.3248839,117.6057687,DC045,3.78,0.4396901058201011
CUST000381,3.324817,117.605673,DC045,3.78,0.5035856613756517
CUST000382,3.324817,117.605673,DC045,3.78,0.06666
CUST000383,3.3245,114.6955,DC045,320.23,0.2025569841269653
CUST000384,3.324295,117.579751,DC045,2.1,0.36603222222222215
CUST000385,3.324295,117.579751,DC045,2.1,2.9923711111111104
CUST000386,3.3242478,117.575936,DC045,2.08,0.0015866666666666668
CUST000387,3.324107,117.57584,DC045,2.1,0.06395018518518518
CUST000388,3.3237462,117.5899903,DC045,2.58,0.27942222222222224
CUST000389,3.323723,117.613238,DC045,4.57,0.1631283068782846
CUST000390,3.323723,117.613238,DC045,4.57,0.031126666666666667
CUST000391,3.3235376,114.5805986,DC045,333.0,0.03416955026454554
CUST000392,3.323377,117.574473,DC045,2.19,0.326354312169294
CUST000393,3.323377,117.574473,DC045,2.19,0.08000666666663361
CUST000394,3.323293,117.574175,DC045,2.21,0.3729936243386018
CUST000396,3.323255,117.574075,DC045,2.21,0.27986658730157365
CUST000397,3.323255,117.574075,DC045,2.21,0.049846666666650136
CUST000398,3.32322783,114.6882973,DC045,321.03,0.09332502645500497
CUST000399,3.3231305,117.5726626,DC045,2.26,0.19165333333333334
CUST000400,3.323087,117.579752,DC045,2.23,0.10675777777777777
CUST000401,3.323087,117.579752,DC045,2.23,0.0013888888888888887
CUST000402,3.323032,117.613839,DC045,4.66,0.037371111111111105
CUST000403,3.323023,117.608133,DC045,4.12,2.986364444444443
CUST000404,3.323023,117.608133,DC045,4.12,0.680922222222222
CUST000405,3.3229728,117.5901812,DC045,2.67,1.891271111111111
CUST000406,3.322947,117.590224,DC045,2.67,0.03334
CUST000407,3.322947,117.590224,DC045,2.67,0.4479555555555555
CUST000408,3.322932,117.586724,DC045,2.48,0.3023582539682492
CUST000409,3.322932,117.586724,DC045,2.48,0.0379
CUST000410,3.322733,117.571877,DC045,2.32,0.2683188095237959
CUST000411,3.322733,117.571877,DC045,2.32,0.06327388888887236
CUST000412,3.3227021,117.5894702,DC045,2.65,0.007933333333333334
CUST000413,3.3227021,117.5894702,DC045,2.65,0.4134465079364985
CUST000414,3.322676,117.571489,DC045,2.33,0.44585269841269365
CUST000415,3.322676,117.571489,DC045,2.33,0.06912666666666666
