Distributor Area,Origin Area,Origin Latitude,Longitude_x,Destination Area,Destination Latitude,Destination Longitude,Volume (CS),Distance_km
Kalimantan,Pontianak,-0.03109,1.093425,Batulicin,-3.455801,11.599749,100,1228.6604214545193
Kalimantan,Samarinda,-0.502298,117.161801,Batulicin,-3.455801,11.599749,100,11744.301729687271
Kalimantan,Sampit,-2.538901,112.956601,Batulicin,-3.455801,11.599749,100,11262.123984225918
Kalimantan,Tarakan,0.334307,117.576925,Batulicin,-3.455801,11.599749,100,11796.243203936905
Sulawesi,Kendari,-0.396513,12.250127,Bau-Bau,-0.548159,122.58,500,12281.252057771862
Sulawesi,Makassar,-0.510404,11.946298,Bau-Bau,-0.548159,122.58,500,12314.903804094773
Sulawesi,Manado,0.149518,12.486597,Bau-Bau,-0.548159,122.58,500,12255.593964033269
Sulawesi,Palu,-0.8232,11.988515,Bau-Bau,-0.548159,122.58,500,12309.698050106375
Sulawesi,Bone,-0.455181,1.203264,Bau-Bau,-0.548159,122.58,200,13510.729381858182
Sulawesi,Gorontalo,0.62005,12.302368,Bau-Bau,-0.548159,122.58,200,12276.500219793903
Sulawesi,Luwuk,-0.96424,12.278153,Bau-Bau,-0.548159,122.58,200,12277.21257656418
Sulawesi,Mamuju,-0.268747,11.889864,Bau-Bau,-0.548159,122.58,200,12321.527915151206
Sulawesi,Palopo,-0.300675,12.020264,Bau-Bau,-0.548159,122.58,200,12306.970332018456
Sulawesi,Pare-Pare,-0.397929,11.965472,Bau-Bau,-0.548159,122.58,200,12312.934332621713
Sulawesi,Poso,-0.138101,12.076128,Bau-Bau,-0.548159,122.58,200,12300.96173118423
Sulawesi,Amurang,0.125533,12.463187,Belopa,-0.336284,12.036455,50,69.7439182726305
Sulawesi,Barru,-0.440562,11.961877,Belopa,-0.336284,12.036455,50,14.208149797042559
Sulawesi,Bitung,0.014711,12.515311,Belopa,-0.336284,12.036455,50,65.93780915741651
Sulawesi,Bulukumba,-0.525188,12.015831,Belopa,-0.336284,12.036455,50,21.013721031028737
Sulawesi,Gowa,-0.520514,11.946374,Belopa,-0.336284,12.036455,50,22.705344373440386
Sulawesi,Jeneponto,-0.570104,11.972147,Belopa,-0.336284,12.036455,50,26.827207510914896
Sulawesi,Kolaka,-0.407671,12.163507,Belopa,-0.336284,12.036455,50,16.196752069916204
Sulawesi,Kotamobagu,0.72119,12.430148,Belopa,-0.336284,12.036455,50,124.87240382056935
Sulawesi,Mangkutana,-0.252535,12.082405,Belopa,-0.336284,12.036455,50,10.579248505417977
Sulawesi,Marisa,0.48671,12.207034,Belopa,-0.336284,12.036455,50,92.96196745949871
Sulawesi,Pangkep,-0.481645,11.954193,Belopa,-0.336284,12.036455,50,18.498665993146112
Sulawesi,Parigi,-0.81564,12.017009,Belopa,-0.336284,12.036455,50,53.0486802071882
Sulawesi,Polman,-0.342045,11.931694,Belopa,-0.336284,12.036455,50,11.67912372339176
Sulawesi,Sengkang,-0.414356,12.003914,Belopa,-0.336284,12.036455,50,9.361948830341479
Sulawesi,Sinjai,-0.512906,12.025357,Belopa,-0.336284,12.036455,50,19.568894834261442
Sulawesi,Takalar,-0.053974,11.943746,Belopa,-0.336284,12.036455,50,32.87796270663233
Sulawesi,Tomohon,0.129712,1.248362,Belopa,-0.336284,12.036455,50,1202.0247007061819
Sulawesi,Toraja,-0.030292,1.198819,Belopa,-0.336284,12.036455,50,1206.906907887011
Sulawesi,Unaaha,-0.403681,12.248113,Belopa,-0.336284,12.036455,50,24.711672009496166
Sulawesi,Kendari,-0.396513,12.250127,Belopa,-0.336284,12.036455,100,24.70013561006525
Sulawesi,Makassar,-0.510404,11.946298,Belopa,-0.336284,12.036455,100,21.711891890644953
Sulawesi,Manado,0.149518,12.486597,Belopa,-0.336284,12.036455,100,73.46078413349674
Sulawesi,Palu,-0.8232,11.988515,Belopa,-0.336284,12.036455,100,54.10425217933316
Sulawesi,Bau-Bau,-0.548159,122.58,Belopa,-0.336284,12.036455,100,12305.119591730321
Sulawesi,Bone,-0.455181,1.203264,Belopa,-0.336284,12.036455,100,1205.9880951669916
Sulawesi,Gorontalo,0.62005,12.302368,Belopa,-0.336284,12.036455,100,109.81084515165706
Sulawesi,Luwuk,-0.96424,12.278153,Belopa,-0.336284,12.036455,100,74.46581606263769
Sulawesi,Mamuju,-0.268747,11.889864,Belopa,-0.336284,12.036455,100,17.945830146894227
Sulawesi,Palopo,-0.300675,12.020264,Belopa,-0.336284,12.036455,100,4.330345291903444
Sulawesi,Pare-Pare,-0.397929,11.965472,Belopa,-0.336284,12.036455,100,10.435441440564677
Sulawesi,Poso,-0.138101,12.076128,Belopa,-0.336284,12.036455,100,22.354531098866435
Kalimantan,Balikpapan,-1.249963,116.868785,Berau,2.138839,117.492022,1000,381.08201554843356
Kalimantan,Banjarmasin,-3.330249,114.595582,Berau,2.138839,117.492022,1000,685.2656546838737
Kalimantan,Bontang,0.121456,117.484766,Berau,2.138839,117.492022,1000,223.07322856705758
Kalimantan,Palangkaraya,-2.218321,113.900455,Berau,2.138839,117.492022,1000,626.0161537984867
Kalimantan,Pontianak,-0.03109,1.093425,Berau,2.138839,117.492022,1000,12955.354374160257
Kalimantan,Samarinda,-0.502298,117.161801,Berau,2.138839,117.492022,1000,294.34649727720716
Kalimantan,Sampit,-2.538901,112.956601,Berau,2.138839,117.492022,1000,722.7023707579852
Kalimantan,Tarakan,0.334307,117.576925,Berau,2.138839,117.492022,1000,199.75951034030567
Bali Nusra,Denpasar,-0.863955,11.520248,BIMA,-0.837759,11.872564,500,39.322174221365316
Bali Nusra,Lombok,-0.859373,11.615876,BIMA,-0.837759,11.872564,500,28.671049035468968
Bali Nusra,Kupang,-1.018017,12.354942,BIMA,-0.837759,11.872564,200,57.27139112246352
Bali Nusra,Maumere,-0.863907,12.227671,BIMA,-0.837759,11.872564,200,39.631608162786414
Bali Nusra,Sumbawa,-0.847856,11.740717,BIMA,-0.837759,11.872564,200,14.717971171588037
Sulawesi,Amurang,0.125533,12.463187,Bitung,0.014711,12.515311,50,13.55839351719646
Sulawesi,Barru,-0.440562,11.961877,Bitung,0.014711,12.515311,50,79.55965350970817
Sulawesi,Belopa,-0.336284,12.036455,Bitung,0.014711,12.515311,50,65.93780915741651
Sulawesi,Bulukumba,-0.525188,12.015831,Bitung,0.014711,12.515311,50,81.58093274984228
Sulawesi,Gowa,-0.520514,11.946374,Bitung,0.014711,12.515311,50,86.68094111486566
Sulawesi,Jeneponto,-0.570104,11.972147,Bitung,0.014711,12.515311,50,88.52963850998171
Sulawesi,Kolaka,-0.407671,12.163507,Bitung,0.014711,12.515311,50,60.95085383628543
Sulawesi,Kotamobagu,0.72119,12.430148,Bitung,0.014711,12.515311,50,78.69156835204257
Sulawesi,Mangkutana,-0.252535,12.082405,Bitung,0.014711,12.515311,50,56.52946545079203
Sulawesi,Marisa,0.48671,12.207034,Bitung,0.014711,12.515311,50,62.4623104395445
Sulawesi,Pangkep,-0.481645,11.954193,Bitung,0.014711,12.515311,50,83.14963245406709
Sulawesi,Parigi,-0.81564,12.017009,Bitung,0.014711,12.515311,50,107.27016608496494
Sulawesi,Polman,-0.342045,11.931694,Bitung,0.014711,12.515311,50,76.00614673813126
Sulawesi,Sengkang,-0.414356,12.003914,Bitung,0.014711,12.515311,50,74.10605219969577
Sulawesi,Sinjai,-0.512906,12.025357,Bitung,0.014711,12.515311,50,79.86456942054033
Sulawesi,Takalar,-0.053974,11.943746,Bitung,0.014711,12.515311,50,64.07799268418678
Sulawesi,Tomohon,0.129712,1.248362,Bitung,0.014711,12.515311,50,1254.2942839570048
Sulawesi,Toraja,-0.030292,1.198819,Bitung,0.014711,12.515311,50,1259.755911469794
Sulawesi,Unaaha,-0.403681,12.248113,Bitung,0.014711,12.515311,50,55.000129183085804
Sulawesi,Kendari,-0.396513,12.250127,Bitung,0.014711,12.515311,100,54.212726659555834
Sulawesi,Makassar,-0.510404,11.946298,Bitung,0.014711,12.515311,100,85.92782372784079
Sulawesi,Manado,0.149518,12.486597,Bitung,0.014711,12.515311,100,15.24504935263943
Sulawesi,Palu,-0.8232,11.988515,Bitung,0.014711,12.515311,100,109.64955488723939
Sulawesi,Bau-Bau,-0.548159,122.58,Bitung,0.014711,12.515311,100,12252.253940533716
Sulawesi,Bone,-0.455181,1.203264,Bitung,0.014711,12.515311,100,1260.310007585166
Sulawesi,Gorontalo,0.62005,12.302368,Bitung,0.014711,12.515311,100,71.00829602598715
Sulawesi,Luwuk,-0.96424,12.278153,Bitung,0.014711,12.515311,100,111.41949114856159
Sulawesi,Mamuju,-0.268747,11.889864,Bitung,0.014711,12.515311,100,76.35393497092466
Sulawesi,Palopo,-0.300675,12.020264,Bitung,0.014711,12.515311,100,65.21559501771627
Sulawesi,Pare-Pare,-0.397929,11.965472,Bitung,0.014711,12.515311,100,76.34261088868023
Sulawesi,Poso,-0.138101,12.076128,Bitung,0.014711,12.515311,100,51.72719549617128
Sulawesi,Kendari,-0.396513,12.250127,Bone,-0.455181,1.203264,500,1229.7143778990571
Sulawesi,Makassar,-0.510404,11.946298,Bone,-0.455181,1.203264,500,1195.8823211356794
Sulawesi,Manado,0.149518,12.486597,Bone,-0.455181,1.203264,500,1257.8230979228651
Sulawesi,Palu,-0.8232,11.988515,Bone,-0.455181,1.203264,500,1201.2216449903422
Sulawesi,Bau-Bau,-0.548159,122.58,Bone,-0.455181,1.203264,200,13510.729381858182
Sulawesi,Gorontalo,0.62005,12.302368,Bone,-0.455181,1.203264,200,1241.2345722336454
Sulawesi,Luwuk,-0.96424,12.278153,Bone,-0.455181,1.203264,200,1234.0371707475163
Sulawesi,Mamuju,-0.268747,11.889864,Bone,-0.455181,1.203264,200,1189.781304643158
Sulawesi,Palopo,-0.300675,12.020264,Bone,-0.455181,1.203264,200,1204.2376648549562
Sulawesi,Pare-Pare,-0.397929,11.965472,Bone,-0.455181,1.203264,200,1198.0271147211004
Sulawesi,Poso,-0.138101,12.076128,Bone,-0.455181,1.203264,200,1210.8516972189589
Kalimantan,Balikpapan,-1.249963,116.868785,Bontang,0.121456,117.484766,1000,166.42455049510502
Kalimantan,Banjarmasin,-3.330249,114.595582,Bontang,0.121456,117.484766,1000,499.00334032670884
Kalimantan,Berau,2.138839,117.492022,Bontang,0.121456,117.484766,1000,223.07322856705758
Kalimantan,Palangkaraya,-2.218321,113.900455,Bontang,0.121456,117.484766,1000,475.46315397948456
Kalimantan,Pontianak,-0.03109,1.093425,Bontang,0.121456,117.484766,1000,12956.625318498338
Kalimantan,Samarinda,-0.502298,117.161801,Bontang,0.121456,117.484766,1000,77.77893070213044
Kalimantan,Sampit,-2.538901,112.956601,Bontang,0.121456,117.484766,1000,583.4956633532341
Kalimantan,Tarakan,0.334307,117.576925,Bontang,0.121456,117.484766,1000,25.674567405334574
Kalimantan,Ampah - Teweh ,-0.935414,114.901123,Bontang-Sangata,0.505968,117.532558,50,333.47299749364043
Kalimantan,Barabai,-2.581936,115.390569,Bontang-Sangata,0.505968,117.532558,50,416.42327912499275
Kalimantan,Batulicin,-3.455801,11.599749,Bontang-Sangata,0.505968,117.532558,50,11792.461050262717
Kalimantan,Ketapang,-0.015698,1.105215,Bontang-Sangata,0.505968,117.532558,50,12960.52506938771
Kalimantan,Pangkalanbun ,-2.684718,111.631067,Bontang-Sangata,0.505968,117.532558,50,745.5155801632526
Kalimantan,Penajam-Grogot,-1.905754,116.197743,Bontang-Sangata,0.505968,117.532558,50,305.26778131402557
Kalimantan,Rantau,-2.934015,11.514198,Bontang-Sangata,0.505968,117.532558,50,11802.38022133925
Kalimantan,Singkawang,0.906,1.089872,Bontang-Sangata,0.505968,117.532558,50,12960.828668004067
Kalimantan,Sintang,-0.1378,1.128106,Bontang-Sangata,0.505968,117.532558,50,12958.1009933114
Kalimantan,Balikpapan,-1.249963,116.868785,Bontang-Sangata,0.505968,117.532558,100,207.74434964433914
Kalimantan,Banjarmasin,-3.330249,114.595582,Bontang-Sangata,0.505968,117.532558,100,535.4674379088661
Kalimantan,Berau,2.138839,117.492022,Bontang-Sangata,0.505968,117.532558,100,180.61096199529317
Kalimantan,Bontang,0.121456,117.484766,Bontang-Sangata,0.505968,117.532558,100,42.848704206258034
Kalimantan,Palangkaraya,-2.218321,113.900455,Bontang-Sangata,0.505968,117.532558,100,504.13782825809545
Kalimantan,Pontianak,-0.03109,1.093425,Bontang-Sangata,0.505968,117.532558,100,12961.853899892565
Kalimantan,Samarinda,-0.502298,117.161801,Bontang-Sangata,0.505968,117.532558,100,118.88236882070878
Kalimantan,Sampit,-2.538901,112.956601,Bontang-Sangata,0.505968,117.532558,100,610.4892001390417
Kalimantan,Tarakan,0.334307,117.576925,Bontang-Sangata,0.505968,117.532558,100,19.61329454162302
Sulawesi,Amurang,0.125533,12.463187,Bulukumba,-0.525188,12.015831,50,87.50522878146772
Sulawesi,Barru,-0.440562,11.961877,Bulukumba,-0.525188,12.015831,50,11.119047875810649
Sulawesi,Belopa,-0.336284,12.036455,Bulukumba,-0.525188,12.015831,50,21.013721031028737
Sulawesi,Bitung,0.014711,12.515311,Bulukumba,-0.525188,12.015831,50,81.58093274984228
Sulawesi,Gowa,-0.520514,11.946374,Bulukumba,-0.525188,12.015831,50,7.748852607065092
Sulawesi,Jeneponto,-0.570104,11.972147,Bulukumba,-0.525188,12.015831,50,6.950695403867328
Sulawesi,Kolaka,-0.407671,12.163507,Bulukumba,-0.525188,12.015831,50,20.954319846799965
Sulawesi,Kotamobagu,0.72119,12.430148,Bulukumba,-0.525188,12.015831,50,145.3297809435955
Sulawesi,Mangkutana,-0.252535,12.082405,Bulukumba,-0.525188,12.015831,50,31.045892586218613
Sulawesi,Marisa,0.48671,12.207034,Bulukumba,-0.525188,12.015831,50,113.89634344848372
Sulawesi,Pangkep,-0.481645,11.954193,Bulukumba,-0.525188,12.015831,50,8.382030390978901
Sulawesi,Parigi,-0.81564,12.017009,Bulukumba,-0.525188,12.015831,50,32.11683208118006
Sulawesi,Polman,-0.342045,11.931694,Bulukumba,-0.525188,12.015831,50,22.311838902770866
Sulawesi,Sengkang,-0.414356,12.003914,Bulukumba,-0.525188,12.015831,50,12.32676293120679
Sulawesi,Sinjai,-0.512906,12.025357,Bulukumba,-0.525188,12.015831,50,1.7230162499988082
Sulawesi,Takalar,-0.053974,11.943746,Bulukumba,-0.525188,12.015831,50,52.718439531296774
Sulawesi,Tomohon,0.129712,1.248362,Bulukumba,-0.525188,12.015831,50,1200.801078946936
Sulawesi,Toraja,-0.030292,1.198819,Bulukumba,-0.525188,12.015831,50,1205.369277741338
Sulawesi,Unaaha,-0.403681,12.248113,Bulukumba,-0.525188,12.015831,50,29.139000438353154
